year,state_seller,sector_seller,seller,state_buyer,sector_buyer,buyer,amount
1996,15,13,850,3,5,42,117.27262
1999,15,13,850,4,14,50,174.41388
1997,15,13,850,10,11,63,139.58989
1999,15,13,850,10,11,63,178.79605
1998,15,13,850,5,8,71,144.07088
1995,15,13,850,5,11,73,159.83133
1995,15,13,850,14,6,75,158.81723
1997,15,13,850,14,4,96,165.30353
1995,15,13,850,7,8,140,151.17543
1996,15,13,850,4,8,156,150.53522
1997,15,13,850,13,11,169,183.01558
1995,15,13,850,4,19,185,183.55861
2000,15,13,850,3,20,201,163.52844
1999,15,13,850,12,4,219,177.51233
1995,15,13,850,10,16,240,184.69276
1998,15,13,850,1,15,272,161.67578
2000,15,13,850,5,17,294,179.97743
1998,15,13,850,8,9,303,191.44893
1997,15,13,850,6,11,309,185.32513
1999,15,13,850,14,17,325,199.14508
1996,15,13,850,8,13,336,222.35237
1995,15,13,850,1,19,354,189.65207
1999,15,13,850,1,18,358,176.05687
1997,15,13,850,11,16,385,199.97249
2000,15,13,850,13,18,390,208.90074
2000,15,13,850,13,8,394,196.1774
1995,15,13,850,2,9,436,198.83986
1995,15,13,850,15,15,439,213.85773
1997,15,13,850,2,9,440,178.22537
1999,15,13,850,10,10,444,196.48898
1999,15,13,850,9,19,449,198.51454
1999,15,13,850,10,15,456,212.71649
2000,15,13,850,5,11,482,197.86124
2000,15,13,850,1,12,494,204.62935
1995,15,13,850,10,1,505,179.56291
1999,15,13,850,2,5,522,177.09151
1996,15,13,850,1,1,536,189.53348
1997,15,13,850,4,4,545,194.38887
2000,15,13,850,4,4,545,209.18788
1995,15,13,850,6,12,556,189.43764
1996,15,13,850,7,19,567,216.5441
1998,15,13,850,11,2,574,208.43202
1998,15,13,850,5,12,577,224.96382
1996,15,13,850,5,20,579,218.62691
1995,15,13,850,5,13,587,214.1104
1997,15,13,850,9,20,589,216.76538
1999,15,13,850,11,11,592,221.50383
1996,15,13,850,1,5,595,205.97444
1998,15,13,850,9,1,612,197.36458
2000,15,13,850,1,14,615,210.93732
1997,15,13,850,9,14,628,212.88785
1998,15,13,850,11,11,630,212.69542
1997,15,13,850,1,12,631,215.51103
1997,15,13,850,11,20,635,220.63057
1997,15,13,850,6,17,642,207.94887
1996,15,13,850,9,15,643,221.35622
1995,15,13,850,6,20,653,229.6722
1995,15,13,850,9,12,661,225.41545
1998,15,13,850,11,4,674,206.55415
1995,15,13,850,2,15,676,208.67825
2000,15,13,850,9,11,678,217.53795
2000,15,13,850,11,8,679,218.35979
2000,15,13,850,4,4,691,216.86606
2000,15,13,850,4,15,696,210.08865
1997,15,13,850,1,10,710,213.76709
1996,15,13,850,14,20,711,243.85498
1995,15,13,850,6,10,713,228.65846
1998,15,13,850,12,18,744,235.68654
1996,15,13,850,9,1,755,203.63805
1997,15,13,850,14,1,759,231.91557
1998,15,13,850,6,10,761,228.20964
1996,15,13,850,4,7,772,223.05379
1999,15,13,850,3,5,775,212.44196
2000,15,13,850,4,16,780,230.80247
1997,15,13,850,11,13,785,243.57375
1997,15,13,850,5,1,789,231.51534
1998,15,13,850,14,11,809,226.28937
1998,15,13,850,4,12,827,228.62102
1995,15,13,850,8,13,844,235.48695
1995,15,13,850,12,10,849,242.17867
1999,15,13,850,15,9,853,231.97462
1996,15,13,850,13,14,855,266.39679
1996,15,13,850,14,12,858,229.67995
1996,15,13,850,4,4,859,213.19254
1995,15,13,850,10,5,868,239.77737
2000,15,13,850,9,14,878,227.62308
1995,15,13,850,9,2,880,227.89726
2000,15,13,850,5,2,897,240.12831
1999,15,13,850,5,2,897,214.44868
2000,14,13,851,9,6,1,151.79747
1998,14,13,851,11,16,4,135.51796
1997,14,13,851,4,9,25,154.53819
1999,14,13,851,13,7,26,144.35718
1995,14,13,851,6,18,27,160.24194
1996,14,13,851,4,14,50,165.67783
1995,14,13,851,1,6,65,147.61485
1996,14,13,851,15,18,66,168.61848
1998,14,13,851,5,8,71,167.73764
1995,14,13,851,12,4,121,170.6555
1996,14,13,851,8,16,125,181.05676
1996,14,13,851,10,4,142,166.04741
1999,14,13,851,15,3,164,160.93791
2000,14,13,851,8,17,173,192.80275
1995,14,13,851,15,13,176,185.85025
1996,14,13,851,8,16,188,156.71483
2000,14,13,851,7,11,192,165.71486
2000,14,13,851,3,6,196,167.56351
1997,14,13,851,4,15,200,175.84454
2000,14,13,851,6,6,211,168.33093
1996,14,13,851,12,4,219,158.48364
1996,14,13,851,3,19,241,181.56616
1999,14,13,851,5,13,270,164.63474
1996,14,13,851,13,6,293,171.35977
1999,14,13,851,5,17,294,168.27373
1998,14,13,851,8,11,305,168.84047
1995,14,13,851,1,9,329,165.19321
1997,14,13,851,12,9,341,184.64862
1999,14,13,851,12,9,341,186.46605
1995,14,13,851,9,14,356,211.01862
2000,14,13,851,15,11,361,201.74953
1997,14,13,851,8,8,370,192.00908
1997,14,13,851,5,20,388,201.35248
1997,14,13,851,11,2,409,189.97281
1998,14,13,851,11,2,409,191.34537
1998,14,13,851,9,8,462,207.58205
2000,14,13,851,9,14,471,221.75298
1997,14,13,851,15,5,513,210.2135
1998,14,13,851,1,10,538,196.93045
1997,14,13,851,12,17,542,210.21548
1995,14,13,851,7,7,544,193.47003
1996,14,13,851,4,4,545,191.88989
2000,14,13,851,7,14,546,215.14012
2000,14,13,851,11,17,549,233.06821
1997,14,13,851,5,11,560,198.17357
1998,14,13,851,11,8,564,210.20465
1995,14,13,851,10,17,570,205.48773
1999,14,13,851,11,2,574,198.24843
2000,14,13,851,5,11,582,187.96553
1998,14,13,851,3,8,585,200.16682
1996,14,13,851,10,19,611,228.33739
1997,14,13,851,12,7,613,219.48543
2000,14,13,851,3,17,623,190.54741
1997,14,13,851,12,6,625,210.04793
1996,14,13,851,11,2,639,193.33368
1997,14,13,851,4,15,640,229.76563
2000,14,13,851,3,16,656,211.27278
1998,14,13,851,3,16,656,203.73401
1997,14,13,851,1,11,673,220.76521
1997,14,13,851,11,4,674,229.99875
1995,14,13,851,15,14,683,224.38385
1998,14,13,851,14,15,697,226.86627
1999,14,13,851,11,13,701,216.11955
1999,14,13,851,10,11,704,204.81035
1997,14,13,851,14,20,711,242.70926
1997,14,13,851,15,8,722,237.82582
2000,14,13,851,11,2,750,218.71053
1995,14,13,851,10,8,752,203.03908
2000,14,13,851,3,13,756,222.75441
1999,14,13,851,9,17,757,233.8698
2000,14,13,851,7,17,762,216.68042
1995,14,13,851,4,16,780,231.93999
1995,14,13,851,5,1,789,211.65581
2000,14,13,851,14,4,796,225.32832
1996,14,13,851,13,14,822,246.04945
1996,14,13,851,8,19,852,247.08907
1998,14,13,851,12,12,869,253.89296
1995,14,13,851,6,20,871,233.96918
1995,14,13,851,14,13,873,254.68895
1997,14,13,851,13,19,876,244.52235
1996,14,13,851,6,19,881,234.27534
1997,14,13,851,3,9,894,218.4232
1999,14,13,851,8,11,900,222.20876
1998,8,19,852,11,16,4,153.84734
1997,8,19,852,4,13,32,140.81378
1995,8,19,852,14,6,74,177.56544
1999,8,19,852,11,1,88,143.05045
1997,8,19,852,15,15,109,165.07684
1999,8,19,852,8,20,113,175.0542
1998,8,19,852,8,16,125,158.46182
1997,8,19,852,8,16,125,168.46178
1998,8,19,852,7,8,140,155.71614
2000,8,19,852,3,6,150,169.51978
1996,8,19,852,2,12,157,178.03998
1999,8,19,852,14,2,179,168.24042
1998,8,19,852,2,20,224,184.88289
1998,8,19,852,4,1,232,146.99524
1998,8,19,852,5,20,258,196.34521
2000,8,19,852,15,19,267,187.39119
1997,8,19,852,15,20,268,194.35747
2000,8,19,852,15,20,268,207.09424
1998,8,19,852,9,8,277,183.50093
1999,8,19,852,15,14,278,187.03464
1997,8,19,852,14,9,287,182.38867
1995,8,19,852,11,5,288,187.58434
2000,8,19,852,5,17,294,181.80392
1996,8,19,852,4,11,306,204.18306
1995,8,19,852,14,7,308,194.91486
1996,8,19,852,4,6,330,178.68459
1996,8,19,852,9,14,356,195.48108
1999,8,19,852,15,11,361,190.48892
1997,8,19,852,15,11,361,221.73048
1995,8,19,852,15,19,363,198.40761
1995,8,19,852,2,7,366,166.40955
1999,8,19,852,8,3,375,176.50137
1997,8,19,852,10,8,379,193.70816
2000,8,19,852,2,7,435,182.06056
2000,8,19,852,9,19,449,213.23088
1995,8,19,852,15,16,455,237.46681
1996,8,19,852,2,6,474,188.42917
1996,8,19,852,10,9,478,197.04237
1997,8,19,852,3,9,490,187.22011
2000,8,19,852,1,12,494,189.41258
2000,8,19,852,12,15,496,221.9646
1998,8,19,852,9,13,498,201.31415
1999,8,19,852,9,13,498,209.90913
1996,8,19,852,7,16,506,190.84972
1999,8,19,852,10,9,531,196.00143
1997,8,19,852,14,4,543,187.0121
1995,8,19,852,11,8,564,203.83778
1998,8,19,852,2,16,575,221.84827
1996,8,19,852,1,2,584,178.37115
1999,8,19,852,7,14,591,220.4119
2000,8,19,852,11,11,592,215.367
1995,8,19,852,3,11,619,191.30594
1995,8,19,852,6,17,642,222.46835
1998,8,19,852,2,15,676,230.15665
1997,8,19,852,8,19,680,243.77769
1997,8,19,852,9,15,684,235.68883
1998,8,19,852,13,6,686,203.19232
1997,8,19,852,15,9,687,227.67963
1999,8,19,852,13,19,689,231.88702
1998,8,19,852,9,6,700,223.89522
1997,8,19,852,11,13,701,233.13884
2000,8,19,852,5,9,705,228.29808
2000,8,19,852,6,10,713,223.0074
1997,8,19,852,4,13,726,215.72157
1999,8,19,852,13,20,729,225.02057
1995,8,19,852,10,7,741,219.42487
1999,8,19,852,11,9,787,219.42262
1995,8,19,852,14,9,791,215.31454
1999,8,19,852,1,3,795,214.21547
1997,8,19,852,5,12,798,227.66936
1997,8,19,852,9,10,805,221.77519
1996,8,19,852,8,19,810,236.37157
1999,8,19,852,2,17,863,253.11935
1999,8,19,852,12,12,869,236.27365
1997,8,19,852,11,12,872,231.85713
1995,8,19,852,14,13,873,246.18495
1999,8,19,852,9,14,878,256.87271
2000,8,19,852,5,2,897,228.97435
1999,15,9,853,5,15,10,144.27281
2000,15,9,853,14,20,13,166.93896
1996,15,9,853,3,6,14,144.49599
1996,15,9,853,2,17,37,163.12683
1998,15,9,853,15,15,41,172.48193
1997,15,9,853,2,4,45,127.98209
1999,15,9,853,12,8,61,175.3931
2000,15,9,853,11,9,81,165.56645
1999,15,9,853,8,5,84,149.35521
1998,15,9,853,9,5,86,155.70131
2000,15,9,853,8,5,90,142.97993
1996,15,9,853,7,2,95,144.45926
1996,15,9,853,15,14,104,168.49075
1996,15,9,853,11,6,127,144.76721
2000,15,9,853,15,9,138,165.31082
2000,15,9,853,7,6,143,151.98187
1996,15,9,853,1,18,144,156.00658
1995,15,9,853,1,20,158,162.94624
1996,15,9,853,11,7,167,165.44328
1999,15,9,853,13,11,169,173.83195
1996,15,9,853,8,8,178,164.5284
1995,15,9,853,3,19,183,169.31708
1997,15,9,853,5,10,212,167.98648
1998,15,9,853,7,12,220,164.05557
1997,15,9,853,4,12,225,163.26697
1996,15,9,853,2,14,238,170.76057
1996,15,9,853,13,4,239,173.16611
1998,15,9,853,7,17,247,179.37204
1999,15,9,853,9,6,248,151.15135
1997,15,9,853,1,18,253,175.08101
1997,15,9,853,1,15,255,181.25336
1996,15,9,853,1,15,255,161.30879
2000,15,9,853,14,2,256,166.09424
2000,15,9,853,6,12,295,190.64323
2000,15,9,853,8,14,299,177.62437
2000,15,9,853,5,8,319,157.39595
1995,15,9,853,15,2,332,197.51143
2000,15,9,853,15,2,332,169.85867
1996,15,9,853,9,15,357,180.13254
2000,15,9,853,9,7,372,190.3175
1996,15,9,853,10,14,393,198.95233
1999,15,9,853,11,16,404,188.3157
1999,15,9,853,13,10,415,187.13138
2000,15,9,853,10,9,427,182.51576
1998,15,9,853,8,4,434,186.00751
1995,15,9,853,10,11,441,189.93695
2000,15,9,853,7,3,464,182.89977
1999,15,9,853,1,19,484,210.7831
2000,15,9,853,10,9,519,188.57434
1998,15,9,853,4,13,521,211.9194
1997,15,9,853,1,10,525,193.56454
1998,15,9,853,12,15,526,206.13332
1997,15,9,853,14,12,533,211.44107
2000,15,9,853,14,4,543,207.36534
1995,15,9,853,4,8,552,201.04144
1996,15,9,853,12,10,606,227.92661
2000,15,9,853,12,10,606,199.84192
1997,15,9,853,4,5,614,185.692
1998,15,9,853,11,6,629,210.36865
1995,15,9,853,11,17,662,225.34299
1995,15,9,853,13,10,664,213.67252
2000,15,9,853,11,4,674,216.37584
2000,15,9,853,8,19,680,219.93648
1995,15,9,853,9,15,684,216.90024
1996,15,9,853,9,15,684,209.90497
1998,15,9,853,6,13,730,232.27101
1998,15,9,853,14,6,731,227.12198
1998,15,9,853,11,3,738,220.5999
1996,15,9,853,3,13,748,230.89851
2000,15,9,853,9,3,753,212.09348
1995,15,9,853,9,17,757,242.49101
2000,15,9,853,8,17,765,242.69571
1998,15,9,853,8,17,765,222.978
1997,15,9,853,5,1,789,203.60999
1998,15,9,853,7,16,813,227.54578
1996,15,9,853,1,18,816,237.78906
1999,15,9,853,9,19,830,238.28136
2000,15,9,853,9,18,838,234.87485
1998,15,9,853,9,12,842,219.24928
1999,15,9,853,5,15,845,247.46191
2000,15,9,853,15,13,850,220.68312
1997,15,9,853,13,5,860,249.62555
1997,15,9,853,9,14,878,244.62247
1996,15,9,853,2,1,890,232.09883
1995,15,9,853,2,9,892,227.15057
1999,15,9,853,14,3,896,246.32286
2000,6,14,854,7,5,15,138.41521
1999,6,14,854,8,19,21,142.86166
1997,6,14,854,14,19,31,159.22725
1998,6,14,854,8,18,36,165.23738
1996,6,14,854,4,18,51,142.17372
1998,6,14,854,14,16,53,179.16071
1998,6,14,854,14,12,85,149.35225
1996,6,14,854,6,11,99,135.89468
2000,6,14,854,1,14,106,143.43623
1997,6,14,854,13,14,110,177.86024
2000,6,14,854,5,13,120,161.99689
2000,6,14,854,15,9,134,166.30426
1995,6,14,854,1,3,136,139.84019
1995,6,14,854,3,6,150,149.66222
1997,6,14,854,1,20,158,171.60033
1999,6,14,854,11,7,167,149.91528
1997,6,14,854,9,10,172,186.11444
1996,6,14,854,5,10,174,167.9585
2000,6,14,854,12,2,175,162.10484
2000,6,14,854,8,16,188,148.57358
1997,6,14,854,9,6,193,167.92596
2000,6,14,854,6,11,202,149.88329
1998,6,14,854,15,12,204,191.71396
1999,6,14,854,11,12,210,167.13014
1999,6,14,854,5,10,212,146.77509
1997,6,14,854,3,12,215,166.9491
1999,6,14,854,8,8,230,152.37057
2000,6,14,854,4,1,232,144.35353
1998,6,14,854,10,16,240,177.2211
1997,6,14,854,5,13,270,177.01717
1999,6,14,854,8,16,275,186.04269
2000,6,14,854,9,4,290,162.82234
1999,6,14,854,9,7,291,183.59808
2000,6,14,854,6,12,295,182.1814
2000,6,14,854,7,13,311,189.5864
1996,6,14,854,9,6,322,193.24625
1996,6,14,854,12,10,324,180.88396
1997,6,14,854,7,5,333,179.70534
2000,6,14,854,12,9,341,191.41722
2000,6,14,854,12,15,359,189.38736
1999,6,14,854,7,11,367,174.26534
1996,6,14,854,8,8,370,189.07481
2000,6,14,854,5,16,374,187.44873
1996,6,14,854,6,2,387,168.54851
1998,6,14,854,11,15,389,191.77606
2000,6,14,854,15,5,392,167.52226
2000,6,14,854,11,9,406,185.10437
1998,6,14,854,7,12,411,190.10851
1995,6,14,854,2,6,412,168.95024
1996,6,14,854,2,6,412,188.32646
1999,6,14,854,10,16,419,195.77817
1996,6,14,854,10,9,427,199.40654
1998,6,14,854,7,10,428,177.86966
1997,6,14,854,7,10,428,195.81305
1999,6,14,854,14,3,429,197.16693
1997,6,14,854,12,13,438,196.13666
1997,6,14,854,15,15,439,198.13481
1998,6,14,854,10,10,444,191.11154
1997,6,14,854,6,18,452,197.03841
1995,6,14,854,9,6,488,182.30452
1995,6,14,854,1,12,494,187.96422
1997,6,14,854,3,3,499,186.38957
1995,6,14,854,6,15,502,191.27934
2000,6,14,854,8,19,520,188.01385
1999,6,14,854,4,4,545,182.8239
1999,6,14,854,10,2,558,189.48706
1996,6,14,854,13,3,561,219.22011
1999,6,14,854,1,19,565,208.01865
1996,6,14,854,10,17,570,215.53801
1995,6,14,854,3,8,585,199.97357
1997,6,14,854,2,2,590,193.33876
1998,6,14,854,6,18,616,216.87447
1996,6,14,854,11,16,634,203.54074
1999,6,14,854,11,16,634,206.31474
2000,6,14,854,1,2,649,188.67168
1999,6,14,854,10,6,654,208.94908
2000,6,14,854,11,17,675,221.88739
1995,6,14,854,7,11,677,217.65987
1999,6,14,854,9,15,684,229.56097
1997,6,14,854,3,6,707,191.81375
1997,6,14,854,15,8,724,189.79059
1998,6,14,854,1,20,746,206.66713
2000,6,14,854,1,20,746,232.8739
1995,6,14,854,1,20,746,217.6748
1995,6,14,854,14,1,759,220.78505
1998,6,14,854,5,9,767,239.71951
1999,6,14,854,4,6,768,208.07001
1995,6,14,854,12,2,773,210.51543
1998,6,14,854,11,4,774,237.17249
1997,6,14,854,11,8,781,243.55524
1996,6,14,854,4,10,797,227.70113
1997,6,14,854,4,10,797,221.23201
1998,6,14,854,12,9,799,222.02283
1995,6,14,854,7,10,806,218.18646
2000,6,14,854,14,11,809,226.57143
1997,6,14,854,14,11,809,249.03294
1995,6,14,854,7,16,813,233.04926
1998,6,14,854,15,9,828,232.36368
2000,6,14,854,1,10,836,224.40726
1997,6,14,854,8,13,844,239.71947
1997,6,14,854,8,3,848,214.83638
1996,6,14,854,13,14,855,233.72714
1996,6,14,854,11,14,866,231.11125
1999,6,14,854,5,10,877,209.32217
1996,6,14,854,9,2,880,225.75262
1997,13,14,855,3,5,2,114.20084
2000,13,14,855,15,9,5,160.511
1996,13,14,855,14,20,13,148.71143
1998,13,14,855,11,1,24,169.44156
1997,13,14,855,4,9,25,147.13866
1996,13,14,855,2,17,37,156.14006
1999,13,14,855,3,13,49,161.26865
2000,13,14,855,4,18,51,159.12273
1997,13,14,855,14,18,52,155.98016
1996,13,14,855,8,2,56,144.78563
2000,13,14,855,14,7,68,159.93542
1996,13,14,855,11,9,81,153.35344
2000,13,14,855,3,20,87,156.78665
1998,13,14,855,11,13,111,167.84668
1999,13,14,855,8,20,113,193.51353
1999,13,14,855,10,4,142,135.31776
2000,13,14,855,2,10,153,159.16148
1997,13,14,855,3,19,154,144.55911
1995,13,14,855,1,20,158,172.41742
2000,13,14,855,7,6,168,155.27704
1998,13,14,855,5,10,212,192.12903
1995,13,14,855,2,10,223,142.82973
1996,13,14,855,12,8,226,179.32231
1996,13,14,855,2,17,234,161.40553
1998,13,14,855,11,16,249,166.58095
1995,13,14,855,13,13,271,180.26591
1997,13,14,855,1,15,272,163.6678
1999,13,14,855,13,6,293,164.81329
1996,13,14,855,11,19,302,203.3615
1999,13,14,855,10,20,310,211.64758
2000,13,14,855,10,20,310,195.70169
1997,13,14,855,12,15,318,177.7256
2000,13,14,855,9,6,322,177.30234
2000,13,14,855,7,14,328,184.05182
1996,13,14,855,10,3,338,187.33401
1997,13,14,855,1,17,349,213.71237
2000,13,14,855,13,11,362,194.72449
1995,13,14,855,9,8,365,178.43967
1998,13,14,855,5,16,374,181.06744
2000,13,14,855,15,5,392,180.34784
2000,13,14,855,10,14,393,188.66934
1996,13,14,855,5,7,397,190.85669
1996,13,14,855,11,2,409,188.31464
1996,13,14,855,8,4,434,197.89067
1999,13,14,855,2,18,443,207.24724
1999,13,14,855,7,3,464,188.26041
1997,13,14,855,7,18,467,193.95961
2000,13,14,855,13,13,476,208.19547
1995,13,14,855,5,9,477,184.5244
1997,13,14,855,10,9,478,209.47949
1996,13,14,855,5,11,482,206.5255
1999,13,14,855,7,17,483,209.55479
1995,13,14,855,14,19,485,209.68689
2000,13,14,855,7,16,506,198.54793
1996,13,14,855,1,18,509,194.60905
1996,13,14,855,15,5,513,212.87889
1995,13,14,855,10,12,514,213.59872
1999,13,14,855,10,9,519,208.82001
1996,13,14,855,6,20,524,210.54013
1997,13,14,855,15,1,540,191.95518
1998,13,14,855,3,2,550,188.04665
1995,13,14,855,7,19,567,229.50766
1999,13,14,855,4,14,569,194.37022
2000,13,14,855,11,5,576,201.42802
1996,13,14,855,3,16,583,212.74991
1999,13,14,855,5,14,586,202.04776
1996,13,14,855,13,11,608,220.29118
1995,13,14,855,1,6,620,207.90439
1996,13,14,855,10,5,624,214.30614
1999,13,14,855,11,6,629,213.48706
1997,13,14,855,13,15,633,211.29172
1995,13,14,855,9,15,643,230.43227
1997,13,14,855,12,4,667,225.41615
1996,13,14,855,7,11,677,217.84158
1999,13,14,855,9,15,684,222.42548
1995,13,14,855,4,6,703,219.66454
1995,13,14,855,2,15,709,239.39523
1999,13,14,855,1,2,720,203.33658
2000,13,14,855,1,20,725,237.93021
1995,13,14,855,13,20,729,238.92667
1995,13,14,855,11,2,750,206.58334
1996,13,14,855,11,2,750,218.2014
1997,13,14,855,12,19,751,239.3291
1998,13,14,855,9,1,760,215.98178
1998,13,14,855,4,6,768,212.8999
1997,13,14,855,4,6,768,211.44684
1998,13,14,855,14,4,779,231.35291
1996,13,14,855,11,8,781,236.47546
1998,13,14,855,7,10,806,213.18655
1996,13,14,855,7,3,823,224.80351
2000,13,14,855,12,17,832,242.29449
2000,13,14,855,8,20,833,235.39203
2000,13,14,855,8,2,834,215.86041
1995,13,14,855,1,10,836,226.33508
1996,13,14,855,2,16,857,225.87038
1995,13,14,855,13,5,860,232.06371
1995,13,14,855,3,1,862,236.65829
1995,13,14,855,9,13,879,229.76617
2000,13,14,855,2,1,890,216.21335
1996,13,14,855,7,6,893,238.03247
1996,13,14,855,8,11,900,237.7655
1998,2,5,856,7,5,15,104.41062
1999,2,5,856,13,7,17,127.62429
1995,2,5,856,1,17,19,138.55482
1996,2,5,856,6,18,27,146.61493
2000,2,5,856,6,18,27,134.17638
1998,2,5,856,1,12,40,127.51163
2000,2,5,856,1,12,40,120.4303
1997,2,5,856,14,18,52,137.0826
1999,2,5,856,1,6,65,121.69097
1997,2,5,856,9,1,72,124.77013
1999,2,5,856,8,16,93,138.55182
2000,2,5,856,14,4,96,147.66742
1997,2,5,856,3,15,100,140.50334
1998,2,5,856,9,11,101,154.78093
2000,2,5,856,8,18,122,139.26567
1995,2,5,856,8,20,126,168.84114
1999,2,5,856,11,6,127,149.72517
1999,2,5,856,8,1,130,115.56021
1999,2,5,856,4,3,147,129.00177
1997,2,5,856,2,12,157,152.43507
1998,2,5,856,11,19,170,163.79855
1996,2,5,856,4,16,171,168.20242
1995,2,5,856,4,16,171,148.52063
1997,2,5,856,14,2,179,127.86634
1996,2,5,856,13,12,181,163.07234
1997,2,5,856,5,10,212,137.13948
1999,2,5,856,5,15,221,163.00394
1999,2,5,856,5,15,221,161.60513
2000,2,5,856,2,20,224,144.71465
1998,2,5,856,6,15,235,170.33237
1995,2,5,856,13,4,239,147.4928
1997,2,5,856,12,10,245,181.97221
1997,2,5,856,13,12,246,161.30798
1999,2,5,856,9,11,259,165.11261
2000,2,5,856,13,13,271,145.94295
1996,2,5,856,1,15,272,159.99391
2000,2,5,856,11,5,282,147.65996
1999,2,5,856,8,11,305,156.27231
1999,2,5,856,8,11,305,161.47427
1996,2,5,856,6,11,309,173.58804
1995,2,5,856,10,3,338,160.86023
1999,2,5,856,7,7,342,161.49467
1996,2,5,856,1,18,358,174.78496
2000,2,5,856,15,19,363,182.95908
1999,2,5,856,10,8,379,175.14983
2000,2,5,856,6,2,387,163.64189
1995,2,5,856,5,20,388,175.52846
1995,2,5,856,13,8,394,173.16418
1998,2,5,856,13,8,394,173.83536
1997,2,5,856,6,12,400,170.18835
1999,2,5,856,3,14,403,148.03465
1999,2,5,856,13,10,415,179.15038
1999,2,5,856,10,16,419,176.31694
1996,2,5,856,7,10,428,190.29311
1995,2,5,856,13,14,445,183.11684
1995,2,5,856,7,10,453,157.88712
1995,2,5,856,2,9,460,180.468
1998,2,5,856,9,14,471,189.70973
1995,2,5,856,13,13,476,181.2446
1995,2,5,856,13,13,476,194.09633
2000,2,5,856,13,16,479,202.20758
1998,2,5,856,10,1,505,172.81071
1996,2,5,856,8,19,520,207.54874
1998,2,5,856,8,19,520,192.5145
1999,2,5,856,1,10,525,176.45222
1996,2,5,856,7,7,544,183.81529
1997,2,5,856,5,12,577,201.20763
1995,2,5,856,3,16,583,165.5569
1995,2,5,856,3,8,585,189.66161
1999,2,5,856,5,14,586,194.82495
1999,2,5,856,11,11,592,196.76897
1999,2,5,856,10,19,611,184.29109
1995,2,5,856,6,18,616,184.13643
1995,2,5,856,2,9,626,195.12645
2000,2,5,856,3,1,638,177.91386
1998,2,5,856,13,1,652,192.68544
1998,2,5,856,12,4,667,175.99911
1998,2,5,856,2,15,676,201.75478
2000,2,5,856,11,8,679,193.43306
1998,2,5,856,1,3,685,182.33104
1995,2,5,856,13,6,686,198.40704
1995,2,5,856,13,19,689,201.0199
1997,2,5,856,14,14,694,211.3356
1995,2,5,856,6,1,716,177.21272
1995,2,5,856,10,1,723,190.20616
1996,2,5,856,15,8,724,199.9642
1995,2,5,856,15,15,747,217.93549
1998,2,5,856,5,9,767,191.40845
1997,2,5,856,4,7,772,205.44745
1995,2,5,856,12,2,773,187.89066
1995,2,5,856,7,16,808,227.62711
1997,2,5,856,14,11,809,194.19838
1998,2,5,856,1,18,816,203.58641
1997,2,5,856,2,16,818,221.5135
1997,2,5,856,11,9,875,242.12679
1995,2,5,856,13,19,876,218.30885
1995,2,5,856,9,2,880,221.98495
1998,2,5,856,15,6,884,221.87686
2000,2,16,857,9,16,29,124.21877
1998,2,16,857,8,20,113,176.87886
1997,2,16,857,5,17,124,168.81496
1995,2,16,857,14,4,131,161.61432
1997,2,16,857,5,10,174,163.8864
1999,2,16,857,13,12,181,171.75716
1997,2,16,857,3,16,182,173.41461
1997,2,16,857,3,19,183,160.35448
1995,2,16,857,8,16,188,183.68378
1996,2,16,857,3,6,196,152.0872
1996,2,16,857,9,7,222,167.61063
1998,2,16,857,8,8,230,169.81178
1999,2,16,857,2,14,238,162.3365
1996,2,16,857,15,20,268,175.77829
2000,2,16,857,11,20,280,176.77745
1996,2,16,857,9,4,290,179.5858
1996,2,16,857,9,7,291,180.87036
1999,2,16,857,8,14,299,169.32805
1996,2,16,857,12,10,324,167.85936
1995,2,16,857,2,12,326,163.65042
1998,2,16,857,2,12,326,188.67155
2000,2,16,857,6,18,327,167.99492
1995,2,16,857,7,5,333,173.38821
1995,2,16,857,8,13,336,163.52887
1995,2,16,857,5,18,343,170.72157
1998,2,16,857,7,9,348,174.09172
1998,2,16,857,4,9,364,173.65619
1995,2,16,857,2,7,366,161.88606
2000,2,16,857,14,2,377,187.38599
2000,2,16,857,6,2,387,164.76044
1995,2,16,857,15,5,392,193.29991
1996,2,16,857,10,14,393,190.09378
1998,2,16,857,5,1,410,174.37401
1997,2,16,857,13,10,415,206.50757
1997,2,16,857,10,10,444,181.6069
1995,2,16,857,6,5,446,183.38609
1997,2,16,857,10,12,448,198.74841
1996,2,16,857,14,13,465,198.8712
1995,2,16,857,8,14,486,175.96194
1996,2,16,857,9,16,501,205.02066
2000,2,16,857,1,11,503,167.64362
1996,2,16,857,9,3,529,198.11285
1996,2,16,857,14,17,534,200.7133
1996,2,16,857,1,19,565,188.21887
1995,2,16,857,10,5,571,199.31412
1999,2,16,857,15,9,573,206.95827
1997,2,16,857,3,16,583,207.67998
1999,2,16,857,3,8,585,207.48927
2000,2,16,857,5,14,586,213.02344
1997,2,16,857,11,9,594,216.19249
1997,2,16,857,2,20,617,202.17659
1996,2,16,857,11,11,630,225.85571
1999,2,16,857,11,20,635,240.08391
2000,2,16,857,3,11,641,198.91818
1998,2,16,857,8,6,644,219.85748
1997,2,16,857,10,6,654,206.44466
2000,2,16,857,11,17,662,206.89844
2000,2,16,857,12,13,670,214.40947
